INDIR,OUTDIR,FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE FS,OUT FILE ZC,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,AUTO ID*,PULSES,MATCHING,MATCH RATIO,MARGIN,ALTERNATE 1,ALTERNATE 2,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5,OUTPATHMD5FS,OUTPATHMD5ZC
/Volumes/LAUREN/SERC 2021/Indole 2/1708 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/1708 9.10/Output (no TABR),,SMU01708_20210908_233957.zc,0,0,14.989307,,,2021-09-08,23:39:57,23,2021-09-08,11:39:57,11,EPTFUS,86,79,0.919,0.351277,LASNOC,LASCIN,86,30.893,68.68,4.378,49.581,30.223,36.357,170.952,32.72,3.153,344.69,4.165,19.87,1,,,,,,Gy1FWrdd6mhX31/XONZi4g==,,
/Volumes/LAUREN/SERC 2021/Indole 2/1708 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/1708 9.10/Output (no TABR),,SMU01708_20210909_202644.zc,0,0,14.993425,,,2021-09-09,20:26:44,20,2021-09-09,8:26:44,8,EPTFUS,78,68,0.872,0.281459,LASNOC,LASCIN,78,30.697,52.02,4.967,45.849,29.93,35.386,146.801,32.082,3.684,165.76,4.604,19.79,1,,,,,,ClpQfKjYl/Vo8ax5VS1RWA==,,
/Volumes/LAUREN/SERC 2021/Indole 2/1708 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/1708 9.10/Output (no TABR),,SMU01708_20210908_201941.zc,0,0,14.638618,,,2021-09-08,20:19:41,20,2021-09-08,8:19:41,8,EPTFUS,66,65,0.985,0.36231,LASNOC,LASCIN,66,29.816,66.74,4.843,49.55,28.948,35.339,139.753,31.525,3.535,293.85,4.507,13.41,1,,,,,,nROnOenCxwSOp66ddwH3cQ==,,
/Volumes/LAUREN/SERC 2021/Indole 2/1708 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/1708 9.10/Output (no TABR),,SMU01708_20210908_202024.zc,0,0,10.004213,,,2021-09-08,20:20:24,20,2021-09-08,8:20:24,8,EPTFUS,69,64,0.928,0.254573,LASNOC,LASCIN,69,31.114,58.9,5.134,48.091,29.921,35.91,76.365,32.793,3.682,271,4.685,16.03,1,,,,,,QAMJrHLcgycH0rplZgK6VQ==,,
/Volumes/LAUREN/SERC 2021/Indole 2/1708 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/1708 9.10/Output (no TABR),,SMU01708_20210906_221144.zc,0,0,10.351959,,,2021-09-06,22:11:44,22,2021-09-06,10:11:44,10,EPTFUS,81,64,0.79,0.248803,LASNOC,LASCIN,81,29.559,71.56,5.934,46.129,28.347,33.814,120.859,31.452,4.304,291.89,5.403,27.25,1,,,,,,NpqY+qqpO8WeqeSpTmKQwg==,,
/Volumes/LAUREN/SERC 2021/Indole 2/1708 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/1708 9.10/Output (no TABR),,SMU01708_20210908_215757.zc,0,0,12.358348,,,2021-09-08,21:57:57,21,2021-09-08,9:57:57,9,EPTFUS,66,62,0.939,0.335154,LASNOC,LASCIN,66,31.942,51.7,4.48,48.119,31.262,36.723,129.883,33.148,3.358,160.98,4.208,19.31,1,,,,,,7fCUCiag97u2Q+WOxslRhA==,,
/Volumes/LAUREN/SERC 2021/Indole 2/1708 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/1708 9.10/Output (no TABR),,SMU01708_20210906_212824.zc,0,0,11.944406,,,2021-09-06,21:28:24,21,2021-09-06,9:28:24,9,EPTFUS,68,62,0.912,0.372207,LASNOC,,68,30.354,30.51,4.617,42.968,29.79,33.944,139.984,31.05,3.404,258.24,4.252,17.86,1,,,,,,Hxb2nlP9geefHqzm8gqSPQ==,,
/Volumes/LAUREN/SERC 2021/Indole 2/1708 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/1708 9.10/Output (no TABR),,SMU01708_20210907_230658.zc,0,0,14.997861,,,2021-09-07,23:06:58,23,2021-09-07,11:06:58,11,EPTFUS,70,61,0.871,0.351437,LASNOC,LASCIN,70,30.094,54.75,5.367,51.86,29.085,36.105,136.9,31.652,4.017,325.86,4.971,16.23,1,,,,,,N2ibOrIuPIPB3y2YOkQt5w==,,
/Volumes/LAUREN/SERC 2021/Indole 2/1708 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/1708 9.10/Output (no TABR),,SMU01708_20210908_234047.zc,0,0,14.883901,,,2021-09-08,23:40:47,23,2021-09-08,11:40:47,11,EPTFUS,60,60,1,0.318243,LASNOC,LASCIN,60,30.489,50.1,4.739,48.437,29.868,35.85,135.996,31.759,3.571,267.79,4.492,15.25,1,,,,,,zB87dM9ApNC4Vb7TMWyy5Q==,,
/Volumes/LAUREN/SERC 2021/Indole 2/1708 9.10/Data,/Volumes/LAUREN/SERC 2021/Indole 2/1708 9.10/Output (no TABR),,SMU01708_20210907_223037.zc,0,0,12.339321,,,2021-09-07,22:30:37,22,2021-09-07,10:30:37,10,EPTFUS,64,60,0.938,0.309066,LASNOC,,64,29.628,51.71,5.5,46.993,28.723,34.499,192.28,30.891,3.983,243.92,5.007,18.56,1,,,,,,FYVP3+X6EOUfaB+7aqF/2g==,,
